algebra,counting_and_prob,geometry,intermediate_algebra,num_theory,prealgebra,precalculus,cohort,arch
-0.7005626,-0.09832318,0.38232183,0.9676168,-0.21582435,-0.72273064,0.49838465,Q1-2025,LlamaForCausalLM
0.2737323343753814,0.7993899583816528,1.0795015096664429,1.691313624382019,0.8189380168914795,0.2651523649692535,1.2647992372512815,Q4-2024,LlamaForCausalLM
0.3014484047889709,0.9972844123840332,1.501079797744751,2.3023059368133545,1.073364019393921,0.2985650300979614,1.4541879892349243,Q3-2024,LlamaForCausalLM
0.4199812710285187,0.9032216668128968,1.289473295211792,2.196993350982666,1.0072280168533323,0.3467288315296173,1.5971853733062744,Q2-2024,LlamaForCausalLM
0.4096258878707886,0.8534119129180908,1.1126558780670166,1.4796143770217896,0.7646044492721558,0.4996947646141052,1.2794382572174072,Q1-2025,Qwen2ForCausalLM
0.1717401891946792,0.6191628575325012,0.9075743556022644,1.2439689636230469,0.544906497001648,0.2615813910961151,1.0113778114318848,Q4-2024,Qwen2ForCausalLM
-0.1279182583093643,0.3614135086536407,0.6780226230621338,0.9693040251731871,0.2615766525268554,-0.0096822064369916,0.7967603206634521,Q3-2024,Qwen2ForCausalLM
-0.2789835035800934,0.4655353426933288,1.09535014629364,1.4968441724777222,0.4862572848796844,-0.2031811475753784,1.2028640508651731,Q2-2024,Qwen2ForCausalLM
0.3522458076477051,0.9091387391090392,1.3541630506515503,1.7065473794937134,0.9185499548912048,0.2698208689689636,1.5181233882904053,Q1-2025,MistralForCausalLM
0.076218344271183,0.6738293170928955,1.0878589153289795,1.7190942764282229,0.756730854511261,-0.0315096229314804,0.9690744876861572,Q4-2024,MistralForCausalLM
-0.2486723363399505,0.4311610162258148,1.1058690547943115,1.1459331512451172,0.7822412848472595,-0.3711320161819458,0.6266960501670837,Q3-2024,MistralForCausalLM
0.5860030055046082,1.0654003620147705,1.397103786468506,2.337805986404419,1.703277349472046,0.349098801612854,1.460646629333496,Q2-2024,MistralForCausalLM
0.8995822072029114,1.5896210670471191,2.01072096824646,2.68517804145813,1.758354663848877,1.0145267248153689,2.2843549251556396,Q1-2025,Gemma2ForCausalLM
0.2369235455989837,1.0617804527282717,1.4521849155426023,2.2879912853240967,0.9943040013313292,0.3014199435710907,1.505953311920166,Q4-2024,Gemma2ForCausalLM
-0.0464812777936458,0.769536554813385,1.3014819622039795,1.9109551906585691,0.8275847434997559,0.0049324273131787,0.7824781537055969,Q3-2024,Gemma2ForCausalLM
-0.34042301774024963,1.3666038513183594,1.355515480041504,1.0646944046020508,0.2538297176361084,-0.3716052174568176,1.8987252712249756,Q2-2024,Gemma2ForCausalLM
